2025-06-24 17:52:52, 電壓: 0.64V, pH: 2.23, ORP: 1368mV
2025-06-24 19:30:05, 電壓: 0.63V, pH: 2.20, ORP: 1380mV
2025-06-24 19:30:06, 電壓: 0.62V, pH: 2.17, ORP: 1383mV
2025-06-24 19:30:07, 電壓: 0.64V, pH: 2.24, ORP: 1368mV
2025-06-24 19:30:07, 電壓: 0.62V, pH: 2.19, ORP: 1378mV
2025-06-24 19:30:08, 電壓: 0.64V, pH: 2.24, ORP: 1368mV
2025-06-24 19:30:09, 電壓: 0.61V, pH: 2.15, ORP: 1393mV
2025-06-24 19:30:10, 電壓: 0.64V, pH: 2.24, ORP: 1372mV
2025-06-24 19:30:11, 電壓: 0.63V, pH: 2.19, ORP: 1379mV
2025-06-24 19:30:11, 電壓: 0.65V, pH: 2.26, ORP: 1362mV
2025-06-24 19:30:12, 電壓: 0.62V, pH: 2.17, ORP: 1387mV
2025-06-24 19:30:13, 電壓: 0.63V, pH: 2.22, ORP: 1376mV
2025-06-24 19:30:14, 電壓: 0.63V, pH: 2.20, ORP: 1379mV
2025-06-24 19:30:15, 電壓: 0.64V, pH: 2.23, ORP: 1369mV
2025-06-24 19:30:15, 電壓: 0.63V, pH: 2.19, ORP: 1379mV
2025-06-24 19:30:16, 電壓: 0.63V, pH: 2.19, ORP: 1385mV
2025-06-24 19:30:17, 電壓: 0.62V, pH: 2.15, ORP: 1392mV
2025-06-24 19:30:18, 電壓: 0.64V, pH: 2.25, ORP: 1369mV
2025-06-24 19:30:19, 電壓: 0.64V, pH: 2.26, ORP: 1363mV
2025-06-24 19:30:19, 電壓: 0.64V, pH: 2.23, ORP: 1367mV
2025-06-24 19:30:20, 電壓: 0.62V, pH: 2.18, ORP: 1383mV
2025-06-24 19:30:21, 電壓: 0.63V, pH: 2.21, ORP: 1378mV
2025-06-24 19:30:22, 電壓: 0.62V, pH: 2.17, ORP: 1388mV
2025-06-24 19:30:23, 電壓: 0.64V, pH: 2.25, ORP: 1365mV
2025-06-24 19:30:23, 電壓: 0.63V, pH: 2.19, ORP: 1379mV
2025-06-24 19:30:24, 電壓: 0.64V, pH: 2.22, ORP: 1372mV
2025-06-24 19:30:25, 電壓: 0.62V, pH: 2.18, ORP: 1380mV
2025-06-24 19:30:26, 電壓: 0.64V, pH: 2.23, ORP: 1369mV
2025-06-24 19:30:27, 電壓: 0.62V, pH: 2.18, ORP: 1385mV
2025-06-24 19:30:27, 電壓: 0.63V, pH: 2.21, ORP: 1380mV
2025-06-24 19:30:28, 電壓: 0.61V, pH: 2.15, ORP: 1393mV
2025-06-24 19:30:29, 電壓: 0.64V, pH: 2.23, ORP: 1374mV
2025-06-24 19:30:30, 電壓: 0.63V, pH: 2.20, ORP: 1379mV
2025-06-24 19:30:31, 電壓: 0.64V, pH: 2.25, ORP: 1366mV
2025-06-24 19:30:31, 電壓: 0.63V, pH: 2.21, ORP: 1376mV
2025-06-24 19:30:32, 電壓: 0.64V, pH: 2.25, ORP: 1362mV
2025-06-24 19:30:33, 電壓: 0.63V, pH: 2.21, ORP: 1373mV
2025-06-24 19:30:34, 電壓: 0.64V, pH: 2.23, ORP: 1372mV
2025-06-24 19:30:35, 電壓: 0.62V, pH: 2.18, ORP: 1384mV
2025-06-24 19:30:35, 電壓: 0.63V, pH: 2.20, ORP: 1380mV
2025-06-24 19:30:36, 電壓: 0.62V, pH: 2.18, ORP: 1383mV
2025-06-24 19:30:37, 電壓: 0.63V, pH: 2.20, ORP: 1375mV
2025-06-24 19:30:38, 電壓: 0.63V, pH: 2.22, ORP: 1372mV
2025-06-24 19:30:39, 電壓: 0.64V, pH: 2.24, ORP: 1368mV
2025-06-24 19:30:39, 電壓: 0.63V, pH: 2.20, ORP: 1374mV
2025-06-24 19:30:40, 電壓: 0.63V, pH: 2.21, ORP: 1375mV
2025-06-24 19:30:41, 電壓: 0.63V, pH: 2.22, ORP: 1376mV
2025-06-24 19:30:42, 電壓: 0.62V, pH: 2.16, ORP: 1390mV
2025-06-24 19:30:43, 電壓: 0.63V, pH: 2.21, ORP: 1378mV
2025-06-24 19:30:43, 電壓: 0.62V, pH: 2.17, ORP: 1386mV
2025-06-24 19:30:44, 電壓: 0.63V, pH: 2.22, ORP: 1373mV
2025-06-24 19:30:45, 電壓: 0.63V, pH: 2.21, ORP: 1376mV
2025-06-24 19:30:46, 電壓: 0.63V, pH: 2.22, ORP: 1372mV
2025-06-24 19:30:47, 電壓: 0.63V, pH: 2.20, ORP: 1376mV
2025-06-24 19:30:47, 電壓: 0.64V, pH: 2.23, ORP: 1372mV
2025-06-24 19:30:48, 電壓: 0.62V, pH: 2.16, ORP: 1389mV
2025-06-24 19:30:49, 電壓: 0.63V, pH: 2.21, ORP: 1379mV
2025-06-24 19:30:50, 電壓: 0.62V, pH: 2.17, ORP: 1383mV
2025-06-24 19:30:51, 電壓: 0.64V, pH: 2.25, ORP: 1365mV
2025-06-24 19:30:51, 電壓: 0.63V, pH: 2.22, ORP: 1373mV
2025-06-24 19:30:52, 電壓: 0.64V, pH: 2.22, ORP: 1370mV
2025-06-24 19:30:53, 電壓: 0.62V, pH: 2.16, ORP: 1386mV
2025-06-24 19:30:54, 電壓: 0.63V, pH: 2.21, ORP: 1380mV
2025-06-24 19:30:55, 電壓: 0.62V, pH: 2.18, ORP: 1382mV
2025-06-24 19:30:55, 電壓: 0.66V, pH: 2.30, ORP: 1353mV
2025-06-24 19:30:56, 電壓: 0.63V, pH: 2.19, ORP: 1380mV
2025-06-24 19:30:57, 電壓: 0.64V, pH: 2.24, ORP: 1366mV
2025-06-24 19:30:58, 電壓: 0.62V, pH: 2.17, ORP: 1387mV
2025-06-24 19:30:59, 電壓: 0.64V, pH: 2.22, ORP: 1374mV
2025-06-24 19:30:59, 電壓: 0.62V, pH: 2.17, ORP: 1386mV
2025-06-24 19:31:00, 電壓: 0.64V, pH: 2.24, ORP: 1367mV
2025-06-24 19:31:01, 電壓: 0.63V, pH: 2.20, ORP: 1377mV
2025-06-24 19:31:02, 電壓: 0.64V, pH: 2.24, ORP: 1368mV
2025-06-24 19:31:03, 電壓: 0.62V, pH: 2.16, ORP: 1389mV
2025-06-24 19:31:03, 電壓: 0.63V, pH: 2.21, ORP: 1378mV
2025-06-24 19:31:04, 電壓: 0.62V, pH: 2.18, ORP: 1383mV
2025-06-24 19:31:05, 電壓: 0.65V, pH: 2.27, ORP: 1359mV
2025-06-24 19:31:06, 電壓: 0.62V, pH: 2.18, ORP: 1381mV
2025-06-24 19:31:07, 電壓: 0.62V, pH: 2.18, ORP: 1382mV
2025-06-24 19:31:07, 電壓: 0.61V, pH: 2.15, ORP: 1395mV
2025-06-24 19:31:08, 電壓: 0.63V, pH: 2.19, ORP: 1382mV
2025-06-24 19:31:09, 電壓: 0.63V, pH: 2.20, ORP: 1378mV
2025-06-24 19:31:10, 電壓: 0.64V, pH: 2.24, ORP: 1368mV
2025-06-24 19:31:11, 電壓: 0.63V, pH: 2.20, ORP: 1376mV
2025-06-24 19:31:11, 電壓: 0.64V, pH: 2.24, ORP: 1368mV
2025-06-24 19:31:12, 電壓: 0.62V, pH: 2.17, ORP: 1388mV
2025-06-24 19:31:13, 電壓: 0.63V, pH: 2.21, ORP: 1377mV
2025-06-24 19:31:14, 電壓: 0.62V, pH: 2.18, ORP: 1383mV
2025-06-24 19:31:15, 電壓: 0.64V, pH: 2.25, ORP: 1366mV
2025-06-24 19:31:15, 電壓: 0.63V, pH: 2.20, ORP: 1376mV
2025-06-24 19:31:16, 電壓: 0.64V, pH: 2.23, ORP: 1372mV
2025-06-24 19:31:17, 電壓: 0.62V, pH: 2.16, ORP: 1389mV
2025-06-24 19:31:18, 電壓: 0.63V, pH: 2.22, ORP: 1376mV
2025-06-24 19:31:19, 電壓: 0.63V, pH: 2.21, ORP: 1373mV
2025-06-24 19:31:19, 電壓: 0.65V, pH: 2.28, ORP: 1359mV
2025-06-24 19:31:20, 電壓: 0.63V, pH: 2.19, ORP: 1376mV
2025-06-24 19:31:21, 電壓: 0.64V, pH: 2.23, ORP: 1369mV
2025-06-24 19:31:22, 電壓: 0.62V, pH: 2.17, ORP: 1388mV
2025-06-24 19:31:23, 電壓: 0.63V, pH: 2.20, ORP: 1380mV
2025-06-24 19:31:24, 電壓: 0.63V, pH: 2.21, ORP: 1375mV
2025-06-24 19:31:24, 電壓: 0.63V, pH: 2.22, ORP: 1374mV
2025-06-24 19:31:25, 電壓: 0.62V, pH: 2.19, ORP: 1380mV
2025-06-24 19:31:26, 電壓: 0.63V, pH: 2.20, ORP: 1380mV
2025-06-24 19:31:27, 電壓: 0.62V, pH: 2.17, ORP: 1389mV
2025-06-24 19:31:27, 電壓: 0.64V, pH: 2.23, ORP: 1370mV
2025-06-24 19:31:28, 電壓: 0.63V, pH: 2.21, ORP: 1375mV
2025-06-24 19:31:29, 電壓: 0.64V, pH: 2.24, ORP: 1367mV
2025-06-24 19:31:30, 電壓: 0.62V, pH: 2.16, ORP: 1390mV
2025-06-24 19:31:31, 電壓: 0.62V, pH: 2.16, ORP: 1388mV
2025-06-24 19:31:32, 電壓: 0.63V, pH: 2.19, ORP: 1378mV
2025-06-24 19:31:32, 電壓: 0.63V, pH: 2.20, ORP: 1376mV
2025-06-24 19:31:33, 電壓: 0.62V, pH: 2.18, ORP: 1381mV
2025-06-24 19:31:34, 電壓: 0.62V, pH: 2.17, ORP: 1388mV
2025-06-24 19:31:35, 電壓: 0.64V, pH: 2.23, ORP: 1372mV
2025-06-24 19:31:36, 電壓: 0.63V, pH: 2.21, ORP: 1373mV
2025-06-24 19:31:36, 電壓: 0.64V, pH: 2.24, ORP: 1369mV
2025-06-24 19:31:37, 電壓: 0.63V, pH: 2.20, ORP: 1377mV
2025-06-24 19:31:38, 電壓: 0.63V, pH: 2.21, ORP: 1379mV
2025-06-24 19:31:39, 電壓: 0.63V, pH: 2.20, ORP: 1379mV
2025-06-24 19:31:40, 電壓: 0.64V, pH: 2.24, ORP: 1367mV
2025-06-24 19:31:40, 電壓: 0.63V, pH: 2.20, ORP: 1377mV
2025-06-24 19:31:41, 電壓: 0.63V, pH: 2.21, ORP: 1371mV
2025-06-24 19:31:42, 電壓: 0.63V, pH: 2.19, ORP: 1382mV
2025-06-24 19:31:43, 電壓: 0.63V, pH: 2.22, ORP: 1378mV
2025-06-24 19:31:44, 電壓: 0.62V, pH: 2.17, ORP: 1384mV
2025-06-24 19:31:44, 電壓: 0.65V, pH: 2.26, ORP: 1364mV
2025-06-24 19:31:45, 電壓: 0.64V, pH: 2.24, ORP: 1367mV
2025-06-24 19:31:46, 電壓: 0.64V, pH: 2.23, ORP: 1367mV
2025-06-24 19:31:47, 電壓: 0.62V, pH: 2.18, ORP: 1380mV
2025-06-24 19:31:48, 電壓: 0.62V, pH: 2.18, ORP: 1384mV
2025-06-24 19:31:48, 電壓: 0.62V, pH: 2.17, ORP: 1388mV
2025-06-24 19:31:49, 電壓: 0.62V, pH: 2.16, ORP: 1390mV
2025-06-24 19:31:50, 電壓: 0.63V, pH: 2.19, ORP: 1381mV
2025-06-24 19:31:51, 電壓: 0.63V, pH: 2.20, ORP: 1376mV
2025-06-24 19:31:52, 電壓: 0.64V, pH: 2.24, ORP: 1369mV
2025-06-24 19:31:52, 電壓: 0.63V, pH: 2.21, ORP: 1373mV
2025-06-24 19:31:53, 電壓: 0.64V, pH: 2.25, ORP: 1364mV
2025-06-24 19:31:54, 電壓: 0.62V, pH: 2.18, ORP: 1380mV
2025-06-24 19:31:55, 電壓: 0.64V, pH: 2.24, ORP: 1367mV
2025-06-24 19:31:56, 電壓: 0.61V, pH: 2.15, ORP: 1395mV
2025-06-24 19:31:56, 電壓: 0.63V, pH: 2.20, ORP: 1381mV
2025-06-24 19:31:57, 電壓: 0.62V, pH: 2.16, ORP: 1389mV
2025-06-24 19:31:58, 電壓: 0.63V, pH: 2.22, ORP: 1375mV
2025-06-24 19:31:59, 電壓: 0.63V, pH: 2.20, ORP: 1378mV
2025-06-24 19:32:00, 電壓: 0.65V, pH: 2.28, ORP: 1360mV
2025-06-24 19:32:00, 電壓: 0.63V, pH: 2.21, ORP: 1373mV
2025-06-24 19:32:01, 電壓: 0.64V, pH: 2.24, ORP: 1364mV
2025-06-24 19:32:02, 電壓: 0.62V, pH: 2.18, ORP: 1382mV
2025-06-24 19:32:03, 電壓: 0.63V, pH: 2.21, ORP: 1377mV
2025-06-24 19:32:04, 電壓: 0.62V, pH: 2.17, ORP: 1388mV
2025-06-24 19:32:04, 電壓: 0.63V, pH: 2.22, ORP: 1375mV
2025-06-24 19:32:05, 電壓: 0.63V, pH: 2.20, ORP: 1378mV
2025-06-24 19:32:06, 電壓: 0.64V, pH: 2.24, ORP: 1367mV
2025-06-24 19:32:07, 電壓: 0.63V, pH: 2.21, ORP: 1374mV
2025-06-24 19:32:08, 電壓: 0.63V, pH: 2.21, ORP: 1370mV
2025-06-24 19:32:08, 電壓: 0.62V, pH: 2.18, ORP: 1380mV
2025-06-24 19:32:09, 電壓: 0.62V, pH: 2.18, ORP: 1385mV
2025-06-24 19:32:10, 電壓: 0.62V, pH: 2.16, ORP: 1391mV
2025-06-24 19:32:11, 電壓: 0.63V, pH: 2.21, ORP: 1378mV
2025-06-24 19:32:12, 電壓: 0.63V, pH: 2.20, ORP: 1377mV
2025-06-24 19:32:12, 電壓: 0.64V, pH: 2.23, ORP: 1371mV
2025-06-24 19:32:13, 電壓: 0.64V, pH: 2.24, ORP: 1368mV
2025-06-24 19:32:14, 電壓: 0.63V, pH: 2.19, ORP: 1376mV
2025-06-24 19:32:15, 電壓: 0.63V, pH: 2.20, ORP: 1375mV
2025-06-24 19:32:16, 電壓: 0.62V, pH: 2.18, ORP: 1385mV
2025-06-24 19:32:16, 電壓: 0.62V, pH: 2.18, ORP: 1386mV
2025-06-24 19:32:17, 電壓: 0.61V, pH: 2.15, ORP: 1392mV
2025-06-24 19:32:18, 電壓: 0.64V, pH: 2.23, ORP: 1371mV
2025-06-24 19:32:19, 電壓: 0.64V, pH: 2.23, ORP: 1369mV
2025-06-24 19:32:20, 電壓: 0.65V, pH: 2.26, ORP: 1362mV
2025-06-24 19:32:20, 電壓: 0.62V, pH: 2.18, ORP: 1381mV
2025-06-24 19:32:21, 電壓: 0.64V, pH: 2.23, ORP: 1367mV
2025-06-24 19:32:22, 電壓: 0.62V, pH: 2.17, ORP: 1385mV
2025-06-24 19:32:23, 電壓: 0.63V, pH: 2.21, ORP: 1379mV
2025-06-24 19:32:24, 電壓: 0.62V, pH: 2.17, ORP: 1388mV
2025-06-24 19:32:24, 電壓: 0.64V, pH: 2.23, ORP: 1369mV
2025-06-24 19:32:25, 電壓: 0.63V, pH: 2.20, ORP: 1379mV
2025-06-24 19:32:26, 電壓: 0.64V, pH: 2.24, ORP: 1368mV
2025-06-24 19:32:27, 電壓: 0.62V, pH: 2.16, ORP: 1391mV
2025-06-24 19:32:28, 電壓: 0.63V, pH: 2.20, ORP: 1379mV
2025-06-24 19:32:28, 電壓: 0.63V, pH: 2.19, ORP: 1381mV
2025-06-24 19:32:29, 電壓: 0.65V, pH: 2.27, ORP: 1360mV
2025-06-24 19:32:30, 電壓: 0.62V, pH: 2.17, ORP: 1382mV
2025-06-24 19:32:31, 電壓: 0.62V, pH: 2.17, ORP: 1387mV
2025-06-24 19:32:32, 電壓: 0.61V, pH: 2.14, ORP: 1394mV
2025-06-24 19:32:32, 電壓: 0.63V, pH: 2.20, ORP: 1381mV
2025-06-24 19:32:33, 電壓: 0.63V, pH: 2.20, ORP: 1380mV
2025-06-24 19:32:34, 電壓: 0.63V, pH: 2.21, ORP: 1374mV
2025-06-24 19:32:35, 電壓: 0.62V, pH: 2.17, ORP: 1388mV
2025-06-24 19:32:36, 電壓: 0.62V, pH: 2.18, ORP: 1387mV
2025-06-24 19:32:36, 電壓: 0.62V, pH: 2.18, ORP: 1385mV
2025-06-24 19:32:37, 電壓: 0.64V, pH: 2.23, ORP: 1370mV
2025-06-24 19:32:38, 電壓: 0.63V, pH: 2.19, ORP: 1376mV
2025-06-24 19:32:39, 電壓: 0.63V, pH: 2.19, ORP: 1379mV
2025-06-24 19:32:40, 電壓: 0.62V, pH: 2.17, ORP: 1391mV
2025-06-24 19:32:40, 電壓: 0.62V, pH: 2.18, ORP: 1384mV
2025-06-24 19:32:41, 電壓: 0.63V, pH: 2.20, ORP: 1378mV
2025-06-24 19:32:42, 電壓: 0.63V, pH: 2.21, ORP: 1371mV
2025-06-24 19:32:43, 電壓: 0.64V, pH: 2.23, ORP: 1369mV
2025-06-24 19:32:44, 電壓: 0.62V, pH: 2.16, ORP: 1392mV
2025-06-24 19:32:44, 電壓: 0.63V, pH: 2.22, ORP: 1374mV
2025-06-24 19:32:45, 電壓: 0.64V, pH: 2.25, ORP: 1366mV
2025-06-24 19:32:46, 電壓: 0.64V, pH: 2.24, ORP: 1366mV
2025-06-24 19:32:47, 電壓: 0.63V, pH: 2.22, ORP: 1374mV
2025-06-24 19:32:48, 電壓: 0.63V, pH: 2.20, ORP: 1380mV
2025-06-24 19:32:48, 電壓: 0.62V, pH: 2.19, ORP: 1380mV
2025-06-24 19:32:49, 電壓: 0.64V, pH: 2.24, ORP: 1367mV
2025-06-24 19:32:50, 電壓: 0.62V, pH: 2.19, ORP: 1378mV
2025-06-24 19:32:51, 電壓: 0.64V, pH: 2.23, ORP: 1371mV
2025-06-24 19:32:52, 電壓: 0.62V, pH: 2.16, ORP: 1389mV
2025-06-24 19:32:52, 電壓: 0.64V, pH: 2.25, ORP: 1365mV
2025-06-24 19:32:53, 電壓: 0.63V, pH: 2.20, ORP: 1377mV
2025-06-24 19:32:54, 電壓: 0.64V, pH: 2.23, ORP: 1367mV
2025-06-24 19:32:55, 電壓: 0.62V, pH: 2.17, ORP: 1389mV
2025-06-24 19:32:56, 電壓: 0.64V, pH: 2.25, ORP: 1368mV
2025-06-24 19:32:56, 電壓: 0.62V, pH: 2.18, ORP: 1382mV
2025-06-24 19:32:57, 電壓: 0.64V, pH: 2.25, ORP: 1366mV
2025-06-24 19:32:58, 電壓: 0.62V, pH: 2.19, ORP: 1380mV
2025-06-24 19:32:59, 電壓: 0.63V, pH: 2.21, ORP: 1378mV
2025-06-24 19:33:00, 電壓: 0.62V, pH: 2.17, ORP: 1388mV
2025-06-24 19:33:00, 電壓: 0.64V, pH: 2.23, ORP: 1371mV
2025-06-24 19:33:01, 電壓: 0.63V, pH: 2.20, ORP: 1376mV
2025-06-24 19:33:02, 電壓: 0.64V, pH: 2.24, ORP: 1366mV
2025-06-24 19:33:03, 電壓: 0.62V, pH: 2.16, ORP: 1391mV
2025-06-24 19:33:04, 電壓: 0.63V, pH: 2.21, ORP: 1377mV
2025-06-24 19:33:05, 電壓: 0.62V, pH: 2.19, ORP: 1383mV
2025-06-24 19:33:05, 電壓: 0.65V, pH: 2.28, ORP: 1358mV
2025-06-24 19:33:06, 電壓: 0.62V, pH: 2.17, ORP: 1382mV
2025-06-24 19:33:07, 電壓: 0.62V, pH: 2.17, ORP: 1387mV
2025-06-24 19:33:08, 電壓: 0.61V, pH: 2.15, ORP: 1396mV
2025-06-24 19:33:09, 電壓: 0.63V, pH: 2.21, ORP: 1378mV
2025-06-24 19:33:09, 電壓: 0.63V, pH: 2.21, ORP: 1376mV
2025-06-24 19:33:10, 電壓: 0.64V, pH: 2.22, ORP: 1373mV
2025-06-24 19:33:11, 電壓: 0.62V, pH: 2.18, ORP: 1382mV
2025-06-24 19:33:12, 電壓: 0.63V, pH: 2.22, ORP: 1374mV
2025-06-24 19:33:13, 電壓: 0.62V, pH: 2.16, ORP: 1393mV
2025-06-24 19:33:13, 電壓: 0.63V, pH: 2.22, ORP: 1375mV
2025-06-24 19:33:14, 電壓: 0.62V, pH: 2.18, ORP: 1384mV
2025-06-24 19:33:15, 電壓: 0.65V, pH: 2.27, ORP: 1360mV
2025-06-24 19:33:16, 電壓: 0.63V, pH: 2.19, ORP: 1380mV
2025-06-24 19:33:17, 電壓: 0.63V, pH: 2.22, ORP: 1371mV
2025-06-24 19:33:17, 電壓: 0.62V, pH: 2.17, ORP: 1385mV
2025-06-24 19:33:18, 電壓: 0.63V, pH: 2.21, ORP: 1377mV
2025-06-24 19:33:19, 電壓: 0.62V, pH: 2.16, ORP: 1388mV
2025-06-24 19:33:20, 電壓: 0.64V, pH: 2.25, ORP: 1364mV
2025-06-24 19:33:21, 電壓: 0.63V, pH: 2.19, ORP: 1380mV
2025-06-24 19:33:21, 電壓: 0.64V, pH: 2.24, ORP: 1367mV
2025-06-24 19:33:22, 電壓: 0.63V, pH: 2.20, ORP: 1378mV
2025-06-24 19:33:23, 電壓: 0.64V, pH: 2.24, ORP: 1366mV
2025-06-24 19:33:24, 電壓: 0.62V, pH: 2.17, ORP: 1385mV
2025-06-24 19:33:25, 電壓: 0.63V, pH: 2.21, ORP: 1379mV
2025-06-24 19:33:25, 電壓: 0.62V, pH: 2.16, ORP: 1390mV
2025-06-24 19:33:26, 電壓: 0.64V, pH: 2.24, ORP: 1370mV
2025-06-24 19:33:27, 電壓: 0.63V, pH: 2.20, ORP: 1377mV
2025-06-24 19:33:28, 電壓: 0.64V, pH: 2.23, ORP: 1370mV
2025-06-24 19:33:29, 電壓: 0.62V, pH: 2.18, ORP: 1381mV
2025-06-24 19:33:29, 電壓: 0.63V, pH: 2.20, ORP: 1381mV
2025-06-24 19:33:30, 電壓: 0.62V, pH: 2.16, ORP: 1392mV
2025-06-24 19:33:31, 電壓: 0.63V, pH: 2.20, ORP: 1378mV
2025-06-24 19:33:32, 電壓: 0.62V, pH: 2.19, ORP: 1382mV
2025-06-24 19:33:33, 電壓: 0.64V, pH: 2.25, ORP: 1363mV
2025-06-24 19:33:33, 電壓: 0.63V, pH: 2.19, ORP: 1379mV
2025-06-24 19:33:34, 電壓: 0.63V, pH: 2.20, ORP: 1381mV
2025-06-24 19:33:35, 電壓: 0.61V, pH: 2.15, ORP: 1391mV
2025-06-24 19:33:36, 電壓: 0.65V, pH: 2.27, ORP: 1364mV
2025-06-24 19:33:37, 電壓: 0.63V, pH: 2.20, ORP: 1377mV
2025-06-24 19:33:37, 電壓: 0.64V, pH: 2.23, ORP: 1371mV
2025-06-24 19:33:38, 電壓: 0.61V, pH: 2.15, ORP: 1392mV
2025-06-24 19:33:39, 電壓: 0.63V, pH: 2.21, ORP: 1376mV
2025-06-24 19:33:40, 電壓: 0.63V, pH: 2.22, ORP: 1373mV
2025-06-24 19:33:41, 電壓: 0.64V, pH: 2.26, ORP: 1364mV
2025-06-24 19:33:41, 電壓: 0.62V, pH: 2.17, ORP: 1385mV
2025-06-24 19:33:42, 電壓: 0.63V, pH: 2.21, ORP: 1377mV
2025-06-24 19:33:43, 電壓: 0.62V, pH: 2.16, ORP: 1390mV
2025-06-24 19:33:44, 電壓: 0.65V, pH: 2.28, ORP: 1356mV
2025-06-24 19:33:45, 電壓: 0.63V, pH: 2.21, ORP: 1377mV
2025-06-24 19:33:45, 電壓: 0.64V, pH: 2.24, ORP: 1366mV
2025-06-24 19:33:46, 電壓: 0.62V, pH: 2.18, ORP: 1381mV
2025-06-24 19:33:47, 電壓: 0.63V, pH: 2.22, ORP: 1375mV
2025-06-24 19:33:48, 電壓: 0.62V, pH: 2.16, ORP: 1390mV
2025-06-24 19:33:49, 電壓: 0.64V, pH: 2.23, ORP: 1371mV
2025-06-24 19:33:49, 電壓: 0.63V, pH: 2.20, ORP: 1376mV
2025-06-24 19:33:50, 電壓: 0.64V, pH: 2.24, ORP: 1366mV
2025-06-24 19:33:51, 電壓: 0.62V, pH: 2.18, ORP: 1384mV
2025-06-24 19:33:52, 電壓: 0.63V, pH: 2.21, ORP: 1378mV
2025-06-24 19:33:53, 電壓: 0.62V, pH: 2.16, ORP: 1390mV
2025-06-24 19:33:53, 電壓: 0.65V, pH: 2.26, ORP: 1364mV
2025-06-24 19:33:54, 電壓: 0.63V, pH: 2.20, ORP: 1379mV
2025-06-24 19:33:55, 電壓: 0.64V, pH: 2.23, ORP: 1367mV
2025-06-24 19:33:56, 電壓: 0.61V, pH: 2.15, ORP: 1391mV
2025-06-24 19:33:57, 電壓: 0.63V, pH: 2.21, ORP: 1378mV
2025-06-24 19:33:57, 電壓: 0.61V, pH: 2.15, ORP: 1391mV
2025-06-24 19:33:58, 電壓: 0.63V, pH: 2.21, ORP: 1375mV
2025-06-24 19:33:59, 電壓: 0.63V, pH: 2.20, ORP: 1379mV
2025-06-24 19:34:00, 電壓: 0.65V, pH: 2.26, ORP: 1363mV
2025-06-24 19:34:01, 電壓: 0.63V, pH: 2.20, ORP: 1375mV
2025-06-24 19:34:01, 電壓: 0.64V, pH: 2.24, ORP: 1367mV
2025-06-24 19:34:02, 電壓: 0.62V, pH: 2.16, ORP: 1390mV
2025-06-24 19:34:03, 電壓: 0.63V, pH: 2.20, ORP: 1381mV
2025-06-24 19:34:04, 電壓: 0.62V, pH: 2.19, ORP: 1382mV
2025-06-24 19:34:05, 電壓: 0.65V, pH: 2.26, ORP: 1361mV
2025-06-24 19:34:05, 電壓: 0.63V, pH: 2.20, ORP: 1376mV
2025-06-24 19:34:06, 電壓: 0.64V, pH: 2.23, ORP: 1369mV
2025-06-24 19:34:07, 電壓: 0.63V, pH: 2.20, ORP: 1376mV
2025-06-24 19:34:08, 電壓: 0.64V, pH: 2.23, ORP: 1370mV
2025-06-24 19:34:09, 電壓: 0.62V, pH: 2.16, ORP: 1391mV
2025-06-24 19:34:09, 電壓: 0.62V, pH: 2.16, ORP: 1389mV
2025-06-24 19:34:10, 電壓: 0.62V, pH: 2.17, ORP: 1385mV
2025-06-24 19:34:11, 電壓: 0.63V, pH: 2.19, ORP: 1379mV
2025-06-24 19:34:12, 電壓: 0.64V, pH: 2.23, ORP: 1369mV
2025-06-24 19:34:13, 電壓: 0.63V, pH: 2.22, ORP: 1371mV
2025-06-24 19:34:13, 電壓: 0.63V, pH: 2.20, ORP: 1375mV
2025-06-24 19:34:14, 電壓: 0.63V, pH: 2.20, ORP: 1377mV
2025-06-24 19:34:15, 電壓: 0.62V, pH: 2.16, ORP: 1389mV
2025-06-24 19:34:16, 電壓: 0.62V, pH: 2.17, ORP: 1386mV
2025-06-24 19:34:17, 電壓: 0.62V, pH: 2.19, ORP: 1383mV
2025-06-24 19:34:17, 電壓: 0.63V, pH: 2.19, ORP: 1379mV
2025-06-24 19:34:18, 電壓: 0.63V, pH: 2.21, ORP: 1374mV
2025-06-24 19:34:19, 電壓: 0.64V, pH: 2.24, ORP: 1370mV
2025-06-24 19:34:20, 電壓: 0.62V, pH: 2.16, ORP: 1392mV
2025-06-24 19:34:21, 電壓: 0.64V, pH: 2.24, ORP: 1368mV
2025-06-24 19:34:21, 電壓: 0.64V, pH: 2.23, ORP: 1371mV
2025-06-24 19:34:22, 電壓: 0.64V, pH: 2.24, ORP: 1366mV
2025-06-24 19:34:23, 電壓: 0.61V, pH: 2.15, ORP: 1394mV
2025-06-24 19:34:24, 電壓: 0.64V, pH: 2.23, ORP: 1371mV
2025-06-24 19:34:25, 電壓: 0.63V, pH: 2.21, ORP: 1374mV
2025-06-24 19:34:25, 電壓: 0.64V, pH: 2.23, ORP: 1369mV
2025-06-24 19:34:26, 電壓: 0.61V, pH: 2.15, ORP: 1393mV
2025-06-24 19:34:27, 電壓: 0.63V, pH: 2.22, ORP: 1374mV
2025-06-24 19:34:28, 電壓: 0.63V, pH: 2.22, ORP: 1372mV
2025-06-24 19:34:29, 電壓: 0.64V, pH: 2.24, ORP: 1367mV
2025-06-24 19:34:29, 電壓: 0.61V, pH: 2.15, ORP: 1391mV
2025-06-24 19:34:30, 電壓: 0.63V, pH: 2.22, ORP: 1376mV
